name,camera,ccd,grid_row,grid_col,row_residue,column_residue,phase_sum,uncertainty_entry_sum
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,5,0,1.0,0.12131378535949973
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,5,1,0.9999999999999996,0.12868970988613074
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,5,2,1.0,0.12276547336501283
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,5,3,1.0000000000000002,0.13234299316352288
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,5,4,0.9999999999999998,0.12237491348009777
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,5,5,1.0000000000000004,0.11321612048649855
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,5,6,1.0000000000000002,0.13727422521913446
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,5,7,1.0,0.1345481868158186
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,5,8,1.0000000000000004,0.13147619873488464
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,6,0,1.0000000000000004,0.12892053568239886
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,6,1,0.9999999999999999,0.13357834030779836
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,6,2,0.9999999999999999,0.12239905753245103
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,6,3,1.0000000000000002,0.1227892673770548
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,6,4,1.0000000000000002,0.11900864478326026
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,6,5,0.9999999999999991,0.11486496609248796
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,6,6,0.9999999999999991,0.13533663821420494
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,6,7,0.9999999999999997,0.12795345533858093
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,6,8,0.9999999999999992,0.11675159839447252
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,7,0,1.0000000000000004,0.12705382911976298
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,7,1,1.0000000000000004,0.11758398624751208
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,7,2,1.0,0.11487408089725076
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,7,3,1.0,0.12595110629205372
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,7,4,1.0,0.11857017133630682
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,7,5,0.9999999999999998,0.1324951434221492
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,7,6,1.0000000000000004,0.13661055293677568
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,7,7,1.0,0.12252043418186692
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,7,8,0.9999999999999996,0.12358366034668876
tess2019107181902-prf-4-4-row0513-col1580.fits,4,4,513,1580,8,0,0.9999999999999998,0.12951736796502133
